Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4935,Denissons Hotel,"110 Dollors Colony, Airport Road, Hubli, Karnataka 580030, Phone:0836 237 7777",68,3*,Premium Ac Room\Club Ac Room\Suite Ac Room,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,3800\4300\5000\0\0\0\0\0\0,www.denissonshotel.com
HOTEL4936,Hotel Southeren Star,"B.M. Road, Hassan, Karnataka 573201, Phone:081722 51817",84,3*,Premium Ac Room\Deluxe Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,3000\3700\0\0\0\0\0\0\0,www.hotelsouthernstar.com
HOTEL4937,Ashok Hotel,"PB No. 121, B.M Road, Hassan, Karnataka 573201, Phone:081722 68731",84,4* ,Standard Ac Room\Deluxe Ac Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1200\1200\1200\1200\1200\1200\1200\1200\1200,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,4300\5400\0\0\0\0\0\0\0,www.hassanashok.com
HOTEL4938,The Vicerory comforts," 25, Ramanuja Rd, Subbarayanakere, Chamrajpura, Mysuru, Karnataka 570004, Phone:0821 243 4555",72,2*,Deluxe Ac Room\Premier Ac Room\Family Suite Ac Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\2000\3600\0\0\0\0\0\0,2400\2700\4300\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,1700\2000\3600\0\0\0\0\0\0,the-viceroy-comforts.onetime.com
HOTEL4939,The Viceroy,"Sri Harsha Road, Mysore-570001, Phone +91 821 - 2424001, 2428001",72,2*,Executive Ac Room\Executive Premier Ac Room\Executive Suite,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,1800\2500\3500\0\0\0\0\0\0,www.rpsshotels.com
HOTEL4940,Sunflower Hotel,"# 331/A, Loyal World Centre,Bangalore - Mysore Road,, Adjacent to St. Joseph Hospital,Bannimantap, Mysore, Karnataka 570015, Phone:0821 419 3399",72,3*,Comfort Ac Room\Superior Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2350\0\0\0\0\0\0\0,32000\3600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,2200\2600\0\0\0\0\0\0\0,sunflowerhotels.co.in
HOTEL4941,Pai vista Hotel,"35/A, Bangalore-Nilgiri Road, Doora, Mysore, Karnataka 570001, Phone:099456 15420",72,3*,Comfort Ac Room\Luxury Ac Room\Club Suite Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\900\900\900\900\900\900\900,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,3800\5000\6300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,2800\4000\5300\0\0\0\0\0\0,www.paihotels.com/Pai_Vista_Mysore
HOTEL4942,fortune park vallabha,"#3, Abba Road, Nazarbad, Mysuru, Karnataka 570007, Phone:0821 398 8444",72,4* ,Deluxe Ac Room\Fortune Club Ac Room,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,4000\5000\0\0\0\0\0\0\0,www.fortunehotels.in/resort/Mysore-Fortune_JP_Palace
HOTEL4943,Sandesh the prince,"#3, Nethra Nivas, Nazarbad Main Road, Mysore, Karnataka 570010, Phone:0821 243 6777",72,4* ,Executive Superior Ac Room\Premier Ac Room\Executive Suite Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3800\4800\5500\0\0\0\0\0\0,4800\5500\6500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,3800\4500\5500\0\0\0\0\0\0,www.sandeshtheprince.com
HOTEL4944,The quroum hotel,"2257/, B-1, /1,, 1318, Vinoba Rd, Devaraja Mohalla-1, Mysuru, Karnataka 570005, Phone:0821 429 2777",72,4* ,Deluxe Ac Room\Luxury Ac Room\Deluxe Suite Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,4000\5000\8000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,3000\4000\7000\0\0\0\0\0\0,www.thequorumhotel.in
HOTEL4945,Tamizah Park Hotel,"#330, Vazhudavur Road, Sokkanadhanpettai, Puducherry-09, Phone : +91 413 - 22 70 701 / 04",43,2*,Standard Ac Room\Deluxe Ac Room\Royal Suite A/c Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2400\3800\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,2100\2600\4000\0\0\0\0\0\0,www.hoteltamizhpark.com
HOTEL4946,Hotel Green palace,"140, Maraimalai Adigal Salai, Near New Bus Stand, Puducherry, 605001, Phone:096777 44325",43,2*,Superior Ac Room\Green Glub Ac Room\Green Suite Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,2000\2500\3500\0\0\0\0\0\0,www.hotelgreenpalace.in
HOTEL4947,Atithi Pondi hotel,"No 126, SV Patel Salai, Puducherry, 605001, Phone:0413 234 5000",43,3*,Superior Ac Room\Executive Ac Room\Business Suite Ac Room ,550\550\550\550\550\550\550\550\550,550\550\550\550\1\550\1\550\550,1200\1200\1200\1200\3700\1200\5200\1200\1200,400\400\400\400\2900\400\4400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\3700\4400\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,8600\8800\9700\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,11600\11800\12700\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,3600\3800\4700\0\0\0\0\0\0,www.atithipondicherry.com
HOTEL4948,Annamalai International,"No. 479, Kamaraja Salai, Saram, Puducherry, 605013, Phone:0413 224 7001",43,3*,Standard Ac Room\Executive Ac Room\King Suite Ac Room,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\3400\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,2800\5000\6000\0\0\0\0\0\0,www.hotelannamalai.com
HOTEL4949,The Promenade Hotel,"23 Goubert Avenue, White Town, Puducherry, Tamil Nadu 605001, Phone:0413 222 7750",43,4* ,Deluxe Non Ac Room Sea Facing\Deluxe Sea Facing Room,700\700\700\700\700\700\700\700\700,700\700\700\700\1\700\1\700\700,1000\1000\1500\1500\3300\1500\4700\1500\1500,500\500\500\500\2300\500\3700\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5000\6600\0\0\0\0\0\0\0,5200\6600\0\0\0\0\0\0\0,7500\8500\0\0\0\0\0\0\0,7500\8500\0\0\0\0\0\0\0,11100\12100\0\0\0\0\0\0\0,7500\8500\0\0\0\0\0\0\0,13900\14900\0\0\0\0\0\0\0,7500\8500\0\0\0\0\0\0\0,7500\8500\0\0\0\0\0\0\0,www.thepromenadepondicherry.com
HOTEL4950,Sunway Manor," 155/D, 100 Feet Rd, Mudaliarpet, Puducherry, 605004, Phone:0413 228 1608",43,4* ,Superior Ac Room\Executive Ac Room,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\4750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,4750\5750\0\0\0\0\0\0\0,www.sunwaymanor.com
HOTEL4951,Vinagaya Inn Hotel,"No.36-C, Garden Road, Ooty, Tamil Nadu 643001 Phone:0423 244 4395",19,2*,Deluxe Non Ac Room\Super Deluxe Non Ac Room\Front Suite Non Ac Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1200\1600\2000\0\0\0\0\0\0,1200\1600\2000\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1800\2200\2600\0\0\0\0\0\0,1200\1600\2000\0\0\0\0\0\0,vinayagahotel.com/ooty
HOTEL4952,BKR Ooty gate,"Coonoor Rd, Bombay Kist, Ooty, Tamil Nadu 643001",19,2*,Deluxe Non Ac Room\Executive Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2000\0\0\0\0\0\0\0,1800\2000\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,2400\2700\0\0\0\0\0\0\0,www.ootyhotels.org.in/bkr-ooty-gate-hotel-ooty
HOTEL4953,Hotel Lakee View," West Lake Road, Near The Ooty Lake, Ooty, Tamil Nadu 643004 Phone:0423 244 0978",19,2*,Deluxe Non Ac Room \Suite Non Ac Room\Executive Suite Non Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2200\2300\2500\0\0\0\0\0\0,2200\2300\2500\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2700\2800\3000\0\0\0\0\0\0,2200\2300\2500\0\0\0\0\0\0,www.hotellakeview.com
HOTEL4954,Chola resorts,"No.68/1B, Chengam Road, Athiyandal, Tiruvannamalai, Tamil Nadu 606603 ,Phone:04175 238 444",31,2*,Superior Ac Room\Executive Ac Room\Junior Executiver Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,1900\2350\3200\0\0\0\0\0\0,www.cholahotelandresorts.com
HOTEL4955,Shiva residency,"No.1593, Vellore Main Road, Nehru Nagar, Vengikkal, Thiruvannamalai, Tamil Nadu, India. Tel:91-4175 233003, 233004, 233009.",31,2*,Business Class Ac Room \Executiver Ac Room \Suite Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,1900\2200\2500\0\0\0\0\0\0,www.shivaresidency.com
HOTEL4956,Hotel Himalayaaa," 687 D, Polur Road, Vengikkal, Tiruvannamalai, Tamil Nadu 606604 ,Phone:04175 255 25",31,3*,Premium Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,3000\0\0\0\0\0\0\0\0,hotelhimalayaa.com
HOTEL4957,Hotel Mahabs,"No. 68, East Raja Street, Behind SBI-ATM, Mahabalipuram, Tamil Nadu 603104, Phone:044 2744 2645",15,2*,Standard Ac Room\Deluxe Ac Room\Super Deluxe Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,800\800\800\800\800\800\800\800\800,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,2450\3000\3600\0\0\0\0\0\0,hotelmahabs.com
HOTEL4958,Minerva Grand," National Highway 205, Renigunta Road, Near Railway Flyover, Next to Reliance Mart, Tirupati, Andhra Pradesh 517501 Phone:0877 668 8888",80,3*,Premium Room\Imperial Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,2600\3200\0\0\0\0\0\0\0,minervahotels.in
HOTEL4959,wood bridge," #11-4-649/c, A.C. Guards, Opp. Mehdi Function Hall, Lakdikapul, Hyderabad, Telangana 500004 ,Phone:040 6766 6111",41,2*,Standard Ac Room\Deluxe Ac Room\Executive Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,2350\2950\3200\0\0\0\0\0\0,www.woodbridgegrand.com
HOTEL4960,golkonda,"10-1-124, Opp. Jntu, Masab Tank, Banjara Hills, Hyderabad, Telangana 500028 Phone:040 6611 0101 ",41,4* ,Premium Room\Premium Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,900\900\900\900\900\900\900\900\900,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,4700\5900\0\0\0\0\0\0\0,www.thegolkondahotel.com
HOTEL4961,Marigold,"D. No 7-1-26, GreenLands Area,, Begumpet, Hyderabad, Telangana 500016 ,Phone:040 6736 3637",41,4* ,Deluxe Room\Suite Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1200\1200\1200\1200\1200\1200\1200\1200\1200,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,3800\7100\0\0\0\0\0\0\0,www.marigoldhotels.com
HOTEL4962,fortune park vallabha,"515-516, Rd Number 12, Banjara Hills, Hyderabad, Telangana 500034 Phone:040 3988 4444",41,4* ,Standard Ac Room\Fortune Club Room ,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1000\1000\1000\1000\1000\1000\1000\1000\1000,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,5000\6000\0\0\0\0\0\0\0,www.fortunehotels.in › Hyderabad › Fortune Park Vallabha
HOTEL4963,best western Hitec city,"1. No.1-98/8/5, JaiHind Society, 100 Feet Road, Madhapur, Hyderabad, Telangana 500081 ,Phone:040 4880 0222",41,3*,Premium Room \Suites Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,900\900\900\900\900\900\900\900\900,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,www.ashokahiteccity.com
HOTEL4964,saaral resort," 42/42A, Shengottai Road,Kuttalam, Tirunelveli, Tamil Nadu 627802 ,Phone:04633 283 601",5,3*,Deluxe\Cottage\Heritage Villa,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,www.saaralresort.com
